candidate_id,record_id,release_tag,video_name,dvids_id,dvids_url,source_basis,source_status,approx_second,frame_index,label_text_observed,label_family,candidate_class,classification_status,alteration_status,fresh_clone_reproducible,local_source_path,crop_path,evidence_detail,ambiguity_notes,next_action
DOW-UAP-PR44-SCAN-00000,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,0,0,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00000_overlay_candidate.jpg,11 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00001,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,1,30,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00001_overlay_candidate.jpg,11 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00002,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,2,60,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00002_overlay_candidate.jpg,26 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00003,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,3,90,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00003_overlay_candidate.jpg,24 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00004,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,4,120,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00004_overlay_candidate.jpg,21 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00005,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,5,150,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00005_overlay_candidate.jpg,25 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00006,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,6,180,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00006_overlay_candidate.jpg,398 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00007,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,7,210,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00007_overlay_candidate.jpg,31 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00008,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,8,240,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00008_overlay_candidate.jpg,21 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
DOW-UAP-PR44-SCAN-00009,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,local-media textlike overlay scan,repo-local derived crop; source media excluded,9,270,unread by script,candidate overlay text cluster,computer-vision textlike overlay candidate,requires manual/OCR review,no,no: requires excluded source media,source-files-not-included/DOD_111689115.mp4,research/ufo-derived/overlay-measurement-audit/DOD_111689115/DOD_111689115_t00009_overlay_candidate.jpg,23 textlike overlay clusters detected,"Computer-vision textlike cluster detection is a triage cue, not OCR or telemetry validation.","Manually inspect crop and, if measurement-like, add label-persistence rows around adjacent frames."
