"name","extension","bytes","group","coverage_status","evidence","derived_text","modern_triage","video_contact_sheet","duplicate_group","gap","next_action","source_path"
"fbi-photo-a1.png",".png","94513","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a1.png"
"fbi-photo-a2.png",".png","98192","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a2.png"
"fbi-photo-a3.png",".png","94807","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a3.png"
"fbi-photo-a4.png",".png","96879","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a4.png"
"fbi-photo-a5.jpg",".jpg","140411","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a5.jpg"
"fbi-photo-a6.jpg",".jpg","130500","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a6.jpg"
"fbi-photo-a7.jpg",".jpg","131645","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a7.jpg"
"fbi-photo-a8.jpg",".jpg","134858","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-a8.jpg"
"fbi-photo-b1.jpg",".jpg","389761","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b1.jpg"
"fbi-photo-b10.jpg",".jpg","381795","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b10.jpg"
"fbi-photo-b11.jpg",".jpg","369331","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b11.jpg"
"fbi-photo-b12.jpg",".jpg","366117","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b12.jpg"
"fbi-photo-b13.jpg",".jpg","175161","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b13.jpg"
"fbi-photo-b14.jpg",".jpg","188553","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b14.jpg"
"fbi-photo-b15.jpg",".jpg","176072","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b15.jpg"
"fbi-photo-b16.jpg",".jpg","175369","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b16.jpg"
"fbi-photo-b17.jpg",".jpg","177653","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b17.jpg"
"fbi-photo-b18.jpg",".jpg","171363","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b18.jpg"
"fbi-photo-b19.jpg",".jpg","379553","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b19.jpg"
"fbi-photo-b2.jpg",".jpg","368203","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b2.jpg"
"fbi-photo-b20.jpg",".jpg","365406","fbi_photo_set","targeted_review","research/ufo-fbi-photo-gap-triage.md","False","False","False","","Targeted source triage complete; local extraction or high-resolution review limited by disk","Use triage finding unless deeper source image/PDF review is required","I:\My Drive\UFO\fbi-photo-b20.jpg"
